source_id,target_id,source_index,target_index,source,target,label,split,negative_type,similarity
117,195,117,195,gradient descent,highway networks,1,test,none,0.39326727390289307
45,47,45,47,bayes theorem,conditional random fields,1,test,none,0.4179653823375702
204,72,204,72,relational databases,evaluation metrics,1,test,none,0.3155975639820099
152,143,152,143,conditional probability,language acquisition,1,test,none,0.32237693667411804
124,163,124,163,matrix multiplication,t-sne,1,test,none,0.35203903913497925
82,163,82,163,dimensionality reduction,t-sne,1,test,none,0.690348744392395
198,20,198,20,linear algebra,capsule networks,1,test,none,0.25213730335235596
199,166,199,166,probability,structured prediction,1,test,none,0.5051301121711731
152,112,152,112,conditional probability,graphical models,1,test,none,0.5602483153343201
152,62,152,62,conditional probability,bootstrapping,1,test,none,0.3309022784233093
63,71,63,71,distributional semantics,multilingual word,1,test,none,0.5741069316864014
157,160,157,160,computer vision,object detection,1,test,none,0.5132181644439697
199,185,199,185,probability,policy gradient methods,1,test,none,0.3385263979434967
103,181,103,181,matrix factorization,collaborative filtering,1,test,none,0.7446738481521606
152,98,152,98,conditional probability,markov decision processes,1,test,none,0.4493982195854187
198,157,198,157,linear algebra,computer vision,1,test,none,0.5162779092788696
164,117,164,117,loss function,gradient descent,1,test,none,0.6539241075515747
46,47,46,47,hidden markov models,conditional random fields,1,test,none,0.6744969487190247
204,129,204,129,relational databases,shift-reduce parsing,1,test,none,0.3181474208831787
30,129,30,129,penn treebank,shift-reduce parsing,1,test,none,0.6347643136978149
124,61,124,61,matrix multiplication,neural turing machine,1,test,none,0.44929176568984985
18,19,18,19,domain adaptation,transfer learning,1,test,none,0.7816838622093201
154,10,154,10,artificial neural network,attention models,1,test,none,0.47132939100265503
190,55,190,55,document representation,multi-document summarization,1,test,none,0.5491587519645691
125,76,125,76,differential calculus,dual problems,1,test,none,0.366427481174469
199,31,199,31,probability,dependency parsing,1,test,none,0.3065672516822815
125,96,125,96,differential calculus,cnn's,1,test,none,0.19186045229434967
204,95,204,95,relational databases,word2vec,1,test,none,0.19410166144371033
204,106,204,106,relational databases,ensemble learning,1,test,none,0.3525911569595337
50,64,50,64,part of speech tagging,shallow parsing,1,test,none,0.7329444885253906
205,193,205,193,dual decomposition,graph convolutional networks,1,test,none,0.34535154700279236
45,15,45,15,bayes theorem,machine reading comprehension,1,test,none,0.25078392028808594
137,32,137,32,probabilistic context-free grammars,tree adjoining grammar,1,test,none,0.6500048041343689
167,43,167,43,feature learning,latent semantic indexing,1,test,none,0.43753448128700256
75,76,75,76,newton method,dual problems,1,test,none,0.33875012397766113
127,154,127,154,backpropagation through time,artificial neural network,1,test,none,0.5112289190292358
199,77,199,77,probability,random forest,1,test,none,0.5206307768821716
83,194,83,194,first-order logic,lambda calculus,1,test,none,0.5272740125656128
204,55,204,55,relational databases,multi-document summarization,1,test,none,0.24235819280147552
124,86,124,86,matrix multiplication,perceptrons algorithm,1,test,none,0.44692787528038025
152,140,152,140,conditional probability,particle filter,1,test,none,0.32421261072158813
124,73,124,73,matrix multiplication,linear regression,1,test,none,0.4044477343559265
204,54,204,54,relational databases,recursive neural network,1,test,none,0.2984094023704529
125,61,125,61,differential calculus,neural turing machine,1,test,none,0.3154734671115875
124,35,124,35,matrix multiplication,event detection,1,test,none,0.2993778586387634
204,94,204,94,relational databases,topic modeling,1,test,none,0.24001657962799072
198,42,198,42,linear algebra,latent dirichlet allocation,1,test,none,0.23420590162277222
170,190,170,190,data preprocessing,document representation,1,test,none,0.40271949768066406
36,69,36,69,language modeling,dialog systems,1,test,none,0.4437437653541565
124,2,124,2,matrix multiplication,neural machine translation,1,test,none,0.4163849949836731
152,34,152,34,conditional probability,relation extraction,1,test,none,0.31626051664352417
108,107,108,107,bayesian network,expert systems,1,test,none,0.5843181610107422
176,127,176,127,activation functions,backpropagation through time,1,test,none,0.5296474695205688
152,166,152,166,conditional probability,structured prediction,1,test,none,0.40924614667892456
204,7,204,7,relational databases,scientific article summarization,1,test,none,0.26298701763153076
124,96,124,96,matrix multiplication,cnn's,1,test,none,0.43481332063674927
6,2,6,2,rouge,neural machine translation,1,test,none,0.46300971508026123
170,9,170,9,data preprocessing,sentence simplification,1,test,none,0.39999571442604065
51,69,51,69,question answering,dialog systems,1,test,none,0.6050594449043274
152,68,152,68,conditional probability,chat bots,1,test,none,0.07045179605484009
109,180,109,180,text mining,bio text mining,1,test,none,0.6603391766548157
100,141,100,141,phonetics,prosody,1,test,none,0.6255835890769958
198,69,198,69,linear algebra,dialog systems,1,test,none,0.17671231925487518
199,19,199,19,probability,transfer learning,1,test,none,0.3961765766143799
45,55,45,55,bayes theorem,multi-document summarization,1,test,none,0.2304491251707077
174,3,174,3,entropy,variational autoencoders,1,test,none,0.32984697818756104
8,180,8,180,open information extraction,bio text mining,1,test,none,0.5263766050338745
198,190,198,190,linear algebra,document representation,1,test,none,0.37195661664009094
174,201,174,201,entropy,information theory: coding,1,test,none,0.6928041577339172
50,33,50,33,part of speech tagging,combinatory categorial grammar,1,test,none,0.5623220801353455
98,22,98,22,markov decision processes,q learning,1,test,none,0.6061823964118958
127,23,127,23,backpropagation through time,dqn,1,test,none,0.4756118357181549
161,109,161,109,n-gram,text mining,1,test,none,0.44884926080703735
113,140,113,140,markov chain monte carlo,particle filter,1,test,none,0.5782091617584229
204,68,204,68,relational databases,chat bots,1,test,none,0.18952149152755737
198,8,198,8,linear algebra,open information extraction,1,test,none,0.26286250352859497
174,195,174,195,entropy,highway networks,1,test,none,0.23696444928646088
151,115,151,115,chomsky hierarchy,earley parsing,1,test,none,0.5267438292503357
204,21,204,21,relational databases,reinforcement learning,1,test,none,0.289664626121521
174,23,174,23,entropy,dqn,1,test,none,0.28108784556388855
191,10,191,10,seq2seq,attention models,1,test,none,0.6206269860267639
152,128,152,128,conditional probability,grammar checker,1,test,none,0.23255452513694763
199,123,199,123,probability,recommendation system,1,test,none,0.3479919731616974
2,6,2,6,neural machine translation,rouge,1,test,none,0.46300971508026123
45,12,45,12,bayes theorem,semantic role labeling,1,test,none,0.26609477400779724
182,66,182,66,character level language models,transliteration,1,test,none,0.6674858331680298
164,196,164,196,loss function,stack lstm,1,test,none,0.1580500602722168
170,66,170,66,data preprocessing,transliteration,1,test,none,0.2983948290348053
125,104,125,104,differential calculus,spectral methods,1,test,none,0.3438105583190918
45,9,45,9,bayes theorem,sentence simplification,1,test,none,0.18468427658081055
199,177,199,177,probability,kullback-leibler divergence,1,test,none,0.6298412084579468
199,200,199,200,probability,descriptive statistics and hypothesis testing,1,test,none,0.6412333250045776
152,49,152,49,conditional probability,word sense disambiguation,1,test,none,0.2937854826450348
152,85,152,85,conditional probability,noisy channel model,1,test,none,0.39729711413383484
190,43,190,43,document representation,latent semantic indexing,1,test,none,0.7032709121704102
17,0,17,0,context sensitive grammar,anaphora resolution,1,test,none,0.3523153066635132
152,46,152,46,conditional probability,hidden markov models,1,test,none,0.4468824863433838
151,137,151,137,chomsky hierarchy,probabilistic context-free grammars,1,test,none,0.5889533162117004
198,193,198,193,linear algebra,graph convolutional networks,1,test,none,0.31500136852264404
160,99,160,99,object detection,autonomous cars,1,test,none,0.5908666849136353
154,196,154,196,artificial neural network,stack lstm,1,test,none,0.38178062438964844
198,127,198,127,linear algebra,backpropagation through time,1,test,none,0.34807705879211426
198,104,198,104,linear algebra,spectral methods,1,test,none,0.5055215358734131
117,3,117,3,gradient descent,variational autoencoders,1,test,none,0.31347817182540894
152,12,152,12,conditional probability,semantic role labeling,1,test,none,0.31557393074035645
198,139,198,139,linear algebra,spectral clustering,1,test,none,0.44174838066101074
152,157,152,157,conditional probability,computer vision,1,test,none,0.31042683124542236
160,40,160,40,object detection,optical character recognition,1,test,none,0.4052528142929077
36,131,36,131,language modeling,caption generation,1,test,none,0.58213210105896
199,140,199,140,probability,particle filter,1,test,none,0.4211897850036621
200,156,200,156,descriptive statistics and hypothesis testing,bias-variance tradeoff,1,test,none,0.49558573961257935
152,22,152,22,conditional probability,q learning,1,test,none,0.19144085049629211
125,2,125,2,differential calculus,neural machine translation,1,test,none,0.25001564621925354
158,99,158,99,image retrieval,autonomous cars,1,test,none,0.2634008526802063
24,71,24,71,backpropagation,multilingual word,1,test,none,0.27012744545936584
204,193,204,193,relational databases,graph convolutional networks,1,test,none,0.3069220781326294
127,178,127,178,backpropagation through time,bidirectional recurrent neural networks,1,test,none,0.6166108250617981
176,23,176,23,activation functions,dqn,1,test,none,0.42783382534980774
124,92,124,92,matrix multiplication,harmonic functions,1,test,none,0.29468512535095215
199,62,199,62,probability,bootstrapping,1,test,none,0.5158662796020508
45,43,45,43,bayes theorem,latent semantic indexing,1,test,none,0.3250858187675476
45,93,45,93,bayes theorem,pagerank,1,test,none,0.2599063515663147
152,81,152,81,conditional probability,expectation-maximization (em) algorithm,1,test,none,0.30649733543395996
205,107,205,107,dual decomposition,expert systems,1,test,none,0.2505897581577301
175,191,175,191,cross entropy,seq2seq,1,test,none,0.25620409846305847
199,80,199,80,probability,boltzmann machine,1,test,none,0.48210766911506653
152,44,152,44,conditional probability,language identification,1,test,none,0.2286168932914734
45,42,45,42,bayes theorem,latent dirichlet allocation,1,test,none,0.37725287675857544
124,90,124,90,matrix multiplication,k-nn,1,test,none,0.34884098172187805
134,196,134,196,long short-term memory networks,stack lstm,1,test,none,0.6685279011726379
89,90,89,90,clustering,k-nn,1,test,none,0.6184585690498352
204,4,204,4,relational databases,ibm translation models,1,test,none,0.2793305516242981
199,197,199,197,probability,multi-modal learning,1,test,none,0.2733238935470581
19,18,19,18,transfer learning,domain adaptation,1,test,none,0.7816838622093201
127,96,127,96,backpropagation through time,cnn's,1,test,none,0.35517260432243347
85,144,85,144,noisy channel model,spelling correction,1,test,none,0.5376032590866089
152,101,152,101,conditional probability,speech recognition,1,test,none,0.3131295442581177
175,10,175,10,cross entropy,attention models,1,test,none,0.35434889793395996
88,77,88,77,decision trees,random forest,1,test,none,0.7384311556816101
39,44,39,44,sentence boundary recognition,language identification,1,test,none,0.4752216339111328
199,85,199,85,probability,noisy channel model,1,test,none,0.5052882432937622
167,10,167,10,feature learning,attention models,1,test,none,0.5339703559875488
4,2,4,2,ibm translation models,neural machine translation,1,test,none,0.6969119906425476
198,34,198,34,linear algebra,relation extraction,1,test,none,0.34182849526405334
199,35,199,35,probability,event detection,1,test,none,0.36348065733909607
204,112,204,112,relational databases,graphical models,1,test,none,0.41985851526260376
155,15,155,15,bag of words model,machine reading comprehension,1,test,none,0.344523549079895
204,19,204,19,relational databases,transfer learning,1,test,none,0.3708483576774597
152,45,152,45,conditional probability,bayes theorem,1,test,none,0.6994141936302185
127,1,127,1,backpropagation through time,generative adversarial networks,1,test,none,0.3628406226634979
201,36,201,36,information theory: coding,language modeling,1,test,none,0.4389666020870209
151,32,151,32,chomsky hierarchy,tree adjoining grammar,1,test,none,0.6113277077674866
198,23,198,23,linear algebra,dqn,1,test,none,0.2861383259296417
170,180,170,180,data preprocessing,bio text mining,1,test,none,0.31254842877388
204,138,204,138,relational databases,paraphrasing,1,test,none,0.25633764266967773
152,33,152,33,conditional probability,combinatory categorial grammar,1,test,none,0.23043383657932281
45,60,45,60,bayes theorem,one-shot learning,1,test,none,0.3122166097164154
72,6,72,6,evaluation metrics,rouge,1,test,none,0.3829915523529053
45,94,45,94,bayes theorem,topic modeling,1,test,none,0.37647098302841187
124,182,124,182,matrix multiplication,character level language models,1,test,none,0.30056115984916687
198,80,198,80,linear algebra,boltzmann machine,1,test,none,0.371269166469574
198,48,198,48,linear algebra,deep belief networks,1,test,none,0.35476040840148926
199,47,199,47,probability,conditional random fields,1,test,none,0.4293232858181
200,183,200,183,descriptive statistics and hypothesis testing,hierarchical models,1,test,none,0.4396401047706604
204,52,204,52,relational databases,automatic summarization,1,test,none,0.35201817750930786
174,10,174,10,entropy,attention models,1,test,none,0.34919798374176025
199,55,199,55,probability,multi-document summarization,1,test,none,0.23357006907463074
198,40,198,40,linear algebra,optical character recognition,1,test,none,0.3264263868331909
112,107,112,107,graphical models,expert systems,1,test,none,0.4896460175514221
198,169,198,169,linear algebra,regularization,1,test,none,0.3709639012813568
45,52,45,52,bayes theorem,automatic summarization,1,test,none,0.2388629913330078
164,134,164,134,loss function,long short-term memory networks,1,test,none,0.32595884799957275
167,18,167,18,feature learning,domain adaptation,1,test,none,0.5253660678863525
125,193,125,193,differential calculus,graph convolutional networks,1,test,none,0.231057271361351
124,125,124,125,matrix multiplication,differential calculus,1,test,none,0.38781458139419556
124,114,124,114,matrix multiplication,k means,1,test,none,0.31288179755210876
137,149,137,149,probabilistic context-free grammars,compositional semantics,1,test,none,0.3477669954299927
204,121,204,121,relational databases,constraint satisfaction,1,test,none,0.47423309087753296
84,131,84,131,natural language generation,caption generation,1,test,none,0.6972585320472717
25,189,25,189,word embedding,pointer networks,1,test,none,0.4162384569644928
204,166,204,166,relational databases,structured prediction,1,test,none,0.45015913248062134
198,75,198,75,linear algebra,newton method,1,test,none,0.3670315146446228
198,13,198,13,linear algebra,abstract meaning representation,1,test,none,0.314743310213089
204,105,204,105,relational databases,genetic algorithms,1,test,none,0.2531123459339142
30,64,30,64,penn treebank,shallow parsing,1,test,none,0.6693439483642578
152,137,152,137,conditional probability,probabilistic context-free grammars,1,test,none,0.4929286241531372
199,23,199,23,probability,dqn,1,test,none,0.28136831521987915
198,117,198,117,linear algebra,gradient descent,1,test,none,0.40016111731529236
76,132,76,132,dual problems,linear programming,1,test,none,0.593845546245575
199,94,199,94,probability,topic modeling,1,test,none,0.3378188908100128
204,189,204,189,relational databases,pointer networks,1,test,none,0.23532158136367798
45,80,45,80,bayes theorem,boltzmann machine,1,test,none,0.34294748306274414
198,19,198,19,linear algebra,transfer learning,1,test,none,0.39021849632263184
152,29,152,29,conditional probability,sentiment analysis,1,test,none,0.27579110860824585
5,6,5,6,bleu,rouge,1,test,none,0.8112887740135193
198,95,198,95,linear algebra,word2vec,1,test,none,0.22175592184066772
204,65,204,65,relational databases,a* search,1,test,none,0.26295292377471924
198,196,198,196,linear algebra,stack lstm,1,test,none,0.29006466269493103
25,2,25,2,word embedding,neural machine translation,1,test,none,0.5556062459945679
199,93,199,93,probability,pagerank,1,test,none,0.3110126852989197
170,109,170,109,data preprocessing,text mining,1,test,none,0.35344749689102173
0,49,0,49,anaphora resolution,word sense disambiguation,1,test,none,0.6006253957748413
21,23,21,23,reinforcement learning,dqn,1,test,none,0.7356239557266235
198,111,198,111,linear algebra,maximum likelihood estimation,1,test,none,0.42272382974624634
175,54,175,54,cross entropy,recursive neural network,1,test,none,0.23689085245132446
63,191,63,191,distributional semantics,seq2seq,1,test,none,0.3227660059928894
204,12,204,12,relational databases,semantic role labeling,1,test,none,0.3750858008861542
204,29,204,29,relational databases,sentiment analysis,1,test,none,0.334988534450531
36,2,36,2,language modeling,neural machine translation,1,test,none,0.7625661492347717
125,23,125,23,differential calculus,dqn,1,test,none,0.33695435523986816
124,174,124,174,matrix multiplication,entropy,1,test,none,0.3465968370437622
170,168,170,168,data preprocessing,normalization,1,test,none,0.43583494424819946
170,2,170,2,data preprocessing,neural machine translation,1,test,none,0.3832286596298218
199,61,199,61,probability,neural turing machine,1,test,none,0.20065362751483917
204,50,204,50,relational databases,part of speech tagging,1,test,none,0.3348695933818817
176,54,176,54,activation functions,recursive neural network,1,test,none,0.4563310742378235
198,132,198,132,linear algebra,linear programming,1,test,none,0.588752031326294
204,89,204,89,relational databases,clustering,1,test,none,0.3948652148246765
198,82,198,82,linear algebra,dimensionality reduction,1,test,none,0.5376901626586914
124,162,124,162,matrix multiplication,singular-value decomposition,1,test,none,0.536694347858429
200,110,200,110,descriptive statistics and hypothesis testing,bagging,1,test,none,0.48265933990478516
108,48,108,48,bayesian network,deep belief networks,1,test,none,0.47598493099212646
176,195,176,195,activation functions,highway networks,1,test,none,0.467961847782135
204,146,204,146,relational databases,gated recurrent units,1,test,none,0.29392024874687195
199,2,199,2,probability,neural machine translation,1,test,none,0.37162309885025024
125,75,125,75,differential calculus,newton method,1,test,none,0.4176349937915802
24,134,24,134,backpropagation,long short-term memory networks,1,test,none,0.4912339448928833
201,60,201,60,information theory: coding,one-shot learning,1,test,none,0.380003958940506
175,195,175,195,cross entropy,highway networks,1,test,none,0.3223443329334259
124,101,124,101,matrix multiplication,speech recognition,1,test,none,0.3821699023246765
6,5,6,5,rouge,bleu,1,test,none,0.8112887740135193
154,71,154,71,artificial neural network,multilingual word,1,test,none,0.2499902844429016
170,169,170,169,data preprocessing,regularization,1,test,none,0.4633309841156006
204,39,204,39,relational databases,sentence boundary recognition,1,test,none,0.2929461896419525
198,88,198,88,linear algebra,decision trees,1,test,none,0.4239480793476105
45,148,45,148,bayes theorem,statistical machine translation,1,test,none,0.2423558533191681
199,38,199,38,probability,word segmentation,1,test,none,0.27325230836868286
124,147,124,147,matrix multiplication,gibbs sampling,1,test,none,0.20296889543533325
158,160,158,160,image retrieval,object detection,1,test,none,0.3916035294532776
175,48,175,48,cross entropy,deep belief networks,1,test,none,0.43335041403770447
124,181,124,181,matrix multiplication,collaborative filtering,1,test,none,0.3892879784107208
199,144,199,144,probability,spelling correction,1,test,none,0.36162447929382324
198,89,198,89,linear algebra,clustering,1,test,none,0.4172631800174713
95,71,95,71,word2vec,multilingual word,1,test,none,0.6191191673278809
17,33,17,33,context sensitive grammar,combinatory categorial grammar,1,test,none,0.6061522960662842
124,146,124,146,matrix multiplication,gated recurrent units,1,test,none,0.3977293074131012
125,24,125,24,differential calculus,backpropagation,1,test,none,0.5598448514938354
176,96,176,96,activation functions,cnn's,1,test,none,0.4388200640678406
127,3,127,3,backpropagation through time,variational autoencoders,1,test,none,0.4425976276397705
83,0,83,0,first-order logic,anaphora resolution,1,test,none,0.3445506989955902
24,20,24,20,backpropagation,capsule networks,1,test,none,0.42162078619003296
174,178,174,178,entropy,bidirectional recurrent neural networks,1,test,none,0.25383344292640686
45,37,45,37,bayes theorem,named entity recognition,1,test,none,0.3025045692920685
199,21,199,21,probability,reinforcement learning,1,test,none,0.4074041545391083
198,163,198,163,linear algebra,t-sne,1,test,none,0.3565269410610199
21,22,21,22,reinforcement learning,q learning,1,test,none,0.8296893239021301
176,191,176,191,activation functions,seq2seq,1,test,none,0.2789931297302246
151,149,151,149,chomsky hierarchy,compositional semantics,1,test,none,0.41896748542785645
175,193,175,193,cross entropy,graph convolutional networks,1,test,none,0.23063334822654724
124,111,124,111,matrix multiplication,maximum likelihood estimation,1,test,none,0.36579543352127075
199,7,199,7,probability,scientific article summarization,1,test,none,0.29692068696022034
204,43,204,43,relational databases,latent semantic indexing,1,test,none,0.3691815733909607
124,187,124,187,matrix multiplication,citation networks,1,test,none,0.3083251714706421
45,56,45,56,bayes theorem,variational bayes,1,test,none,0.5160144567489624
199,137,199,137,probability,probabilistic context-free grammars,1,test,none,0.4972280263900757
154,134,154,134,artificial neural network,long short-term memory networks,1,test,none,0.5317444801330566
170,4,170,4,data preprocessing,ibm translation models,1,test,none,0.2926846146583557
175,20,175,20,cross entropy,capsule networks,1,test,none,0.2822214365005493
45,174,45,174,bayes theorem,entropy,1,test,none,0.46999651193618774
199,42,199,42,probability,latent dirichlet allocation,1,test,none,0.3116031885147095
176,117,176,117,activation functions,gradient descent,1,test,none,0.5531762838363647
198,73,198,73,linear algebra,linear regression,1,test,none,0.5683009028434753
198,155,198,155,linear algebra,bag of words model,1,test,none,0.2801101505756378
